Most Popular Baby Names for Your Requested Year

Gender		Name		Rank
Female		Mariela		472
Female		Marilyn		382
Female		Marina		277
Male		Mario		128
Male		Marion		934
Female		Marisa		220
Female		Marisela	690
Female		Marisol		383
Female		Marissa		72
Female		Maritza		427
Female		Marjorie	841
Male		Mark		49
Male		Markus		514
Female		Marla		1000
Female		Marlee		901
Female		Marlena		812
Female		Marlene		358
Male		Marlon		475
Male		Marques		921
Male		Marquez		811
Male		Marquis		295
Male		Marquise	549
Female		Marquita	874
Male		Marshall	304
Male		Martez		776
Female		Martha		246
Male		Martin		117
Female		Martina		902
Male		Marty		958
Male		Marvin		245
Female		Mary		37
Female		Maryann		976
Male		Mason		148
Male		Mathew		174
Male		Matthew		3
Female		Maura		691
Female		Maureen		592
Male		Maurice		246
Male		Mauricio	496
Male		Max			171
Male		Maximilian	611
Male		Maximillian	959
Female		Maxine		977
Male		Maxwell		169
Female		Maya		369
Female		Mayra		200
Female		Mckenna		589
Female		Mckenzie	291
Female		Meagan		157
Female		Meaghan		406
Female		Megan		10
Female		Meghan		91
Female		Melanie		98
Female		Melina		728
Female		Melinda		258
Female		Melisa		775
Female		Melissa		24
Female		Melody		308
Male		Melvin		325
Female		Mercedes	177
Female		Meredith	199
Female		Mia			329
Female		Micaela		796
Female		Micah		769
Male		Micah		241
Female		Michael		788
Male		Michael		1
Female		Michaela	288
Male		Micheal		207
Female		Michele		328
Female		Michelle	25
Male		Mickey		833
Male		Miguel		90
Female		Mikaela		799
Female		Mikayla		566
Male		Mike		545
Male		Mikel		850
Male		Miles		283
Male		Milton		560
Female		Mindy		567
Female		Miranda		89
Female		Miriam		270
Male		Misael		812
Female		Misty		351
Male		Mitchel		609
Male		Mitchell	91
Male		Mohamed		734
Male		Mohammad	588
Male		Mohammed	678
Male		Moises		424
Female		Mollie		499
Female		Molly		83
Female		Monica		77
Female		Monika		907
Female		Monique		151
Male		Montel		893
Male		Montrell	940
Female		Morgan		41
Male		Morgan		287
Female		Moriah		479
Male		Morris		868
Male		Moses		572
Male		Moshe		813
Male		Muhammad	907
Male		Myles		390
Female		Myra		761
Female		Myranda		903
Male		Myron		680
Female		Nadia		425
Female		Nadine		759
Male		Najee		928
Female		Nakia		931
Female		Nancy		143
Female		Naomi		253
Female		Natalia		366
Female		Natalie		61
Female		Nataly		929
Female		Natasha		120
Female		Nathalie	668
Male		Nathan		44
Male		Nathanael	497
Male		Nathanial	617
Male		Nathaniel	79
Male		Neal		508
Male		Neil		323
Male		Nelson		320
Male		Nestor		598
Female		Nia			705
Male		Nicholas	12
Female		Nichole		191
Male		Nick		689
Male		Nickolas	267
Male		Nico		614
Male		Nicolas		179
Female		Nicole		14
Female		Nicolette	343
Male		Nigel		516
Female		Nikita		650
Female		Nikki		311
Male		Nikko		889
Male		Niko		890
Male		Nikolas		478
Female		Nikole		948
Female		Nina		268
Male		Noah		219
Male		Noe			537
Female		Noel		821
Male		Noel		434
Female		Noelle		452
Female		Noemi		587
Male		Nolan		247
Female		Nora		473
Female		Norma		517
Male		Norman		504
Female		Octavia		597
Male		Octavio		709
Female		Olga		830
Male		Oliver		359
Female		Olivia		58
Male		Omar		145
Male		Orlando		356
Male		Oscar		130
Male		Osvaldo		656
Male		Otis		851
Male		Owen		476
Male		Pablo		332
Female		Paige		64
Female		Pamela		303
Female		Paola		490
Female		Paris		464
Male		Paris		625
Male		Parker		256
Female		Patrice		644
Female		Patricia	111
Male		Patrick		39
Male		Paul		55
Female		Paula		338
Female		Paulina		551
Female		Pauline		886
Female		Payton		703
Male		Payton		638
Male		Pedro		188
Female		Perla		576
Male		Perry		519
Male		Pete		952
Male		Peter		81
Female		Peyton		583
Male		Peyton		763
Male		Philip		138
Male		Phillip		107
Female		Phoebe		982
Male		Pierce		726
Male		Pierre		603
Female		Porsha		847
Female		Precious	442
Male		Preston		202
Male		Prince		948
Female		Princess	870
Female		Priscilla	179
Male		Quentin		364
Male		Quincy		505
Male		Quinn		450
Male		Quinten		982
Male		Quintin		583
Male		Quinton		353
Female		Rachael		123
Female		Racheal		666
Female		Rachel		16
Female		Rachelle	367
Male		Rafael		208
Male		Raheem		509
Male		Rakeem		772
Male		Ralph		441
Male		Ramiro		456
Male		Ramon		250
Male		Randal		859
Male		Randall		235
Female		Randi		359
Male		Randolph	788
Male		Randy		158
Male		Raphael		578
Female		Raquel		242
Male		Rashad		416
Male		Rashawn		690
Male		Rasheed		864
Male		Raul		209
Female		Raven		152
Male		Ray			394
Male		Raymond		104
Male		Raymundo	800
Female		Rebeca		711
Female		Rebecca		20
Female		Rebekah		145
Male		Reece		700
Male		Reed		530
Male		Reese		798
Female		Regan		894
Female		Regina		331
Male		Reginald	234
Male		Reid		455
Male		Remington	953
Male		Rene		328
Female		Renee		215
Male		Reuben		670
Male		Rex			718
Female		Reyna		744
Male		Reynaldo	606
Male		Rhett		758
Female		Rhiannon	676
Female		Rhonda		770
Male		Ricardo		115
Male		Richard		40
Male		Rick		575
Male		Rickey		564
Male		Ricky		191
Male		Rico		675
Male		Rigoberto	599
Female		Rikki		794
Female		Riley		555
Male		Riley		264
Female		Rita		588
Male		Robbie		858
Male		Robert		17
Male		Roberto		159
Female		Robin		263
Male		Robin		596
Female		Robyn		348
Male		Rocco		941
Female		Rochelle	445
Female		Rocio		529
Male		Rocky		752
Male		Roderick	431
Male		Rodney		210
Male		Rodolfo		383
Male		Rodrick		881
Male		Rodrigo		468
Male		Rogelio		435
Male		Roger		214
Male		Roland		535
Male		Rolando		500
Male		Roman		374
Male		Ron			912
Male		Ronald		112
Male		Ronnie		309
Male		Roosevelt	960
Male		Rory		626
Female		Rosa		235
Female		Rose		318
Female		Rosemary	563
Male		Ross		231
Female		Roxana		757
Female		Roxanne		431
Male		Roy			286
Male		Royce		736
Male		Ruben		178
Female		Rubi		926
Female		Ruby		274
Male		Rudolph		994
Male		Rudy		387
Male		Russell		185
Male		Rusty		816
Female		Ruth		323
Female		Ryan		604
Male		Ryan		13
Male		Ryne		676
Female		Sabrina		112
Female		Sade		651
Female		Sadie		421
Male		Sage		745
Female		Salina		944
Female		Sally		495
Male		Salvador	292
Male		Salvatore	557
Male		Sam			400
Female		Samantha	6
Male		Samir		973
Male		Sammy		629
Male		Samuel		41
Female		Sandra		153
Female		Sandy		462
Female		Santana		848
Male		Santiago	517
Male		Santos		753
Female		Sara		36
Female		Sarah		5
Female		Sarai		797
Female		Sasha		296
Male		Saul		375
Female		Savanna		458
Female		Savannah	142
Male		Sawyer		595
Female		Scarlett	949
Male		Scott		61
Male		Scotty		768
Male		Sean		42
Male		Sebastian	229
Female		Selena		607
Female		Selene		995
Female		Selina		625
Female		Serena		491
Male		Sergio		157
Male		Seth		94
Female		Shaina		418
Female		Shakira		745
Female		Shana		423
Female		Shanae		663
Male		Shane		77
Female		Shanelle	953
Female		Shanequa	856
Female		Shanice		163
Female		Shaniece	937
Female		Shanika		806
Female		Shaniqua	420
Female		Shanna		512
Female		Shannon		65
Male		Shannon		465
Female		Shante		881
Female		Shantel		536
Male		Shaquille	426
Female		Sharon		298
Male		Shaun		288
Female		Shauna		460
Male		Shawn		71
Female		Shawna		306
Female		Shawnee		871
Female		Shayla		317
Female		Shayna		391
Male		Shayne		554
Female		Shea		765
Male		Shea		785
Female		Sheena		621
Female		Sheila		401
Female		Shelbi		480
Female		Shelbie		527
Female		Shelby		34
Male		Shelby		473
Male		Sheldon		380
Female		Shelley		776
Female		Shelly		647
Male		Shelton		876
Male		Sherman		795
Female		Sherry		710
Female		Shirley		530
Female		Sidney		618
Male		Sidney		518
Female		Sierra		130
Male		Silas		817
Female		Silvia		614
Male		Simon		348
Female		Simone		408
Female		Skye		723
Female		Skylar		565
Male		Skylar		463
Female		Skyler		689
Male		Skyler		258
Female		Sofia		528
Male		Solomon		646
Female		Sonia		330
Female		Sonja		983
Male		Sonny		754
Female		Sonya		593
Female		Sophia		212
Female		Sophie		485
Male		Spencer		99
Male		Spenser		831
Female		Stacey		230
Male		Stacey		986
Female		Staci		537
Female		Stacie		526
Female		Stacy		232
Male		Stacy		869
Male		Stanley		343
Male		Stefan		376
Female		Stefani		918
Female		Stefanie	339
Male		Stephan		436
Female		Stephanie	8
Female		Stephany	453
Male		Stephen		45
Male		Stephon		663
Male		Sterling	440
Male		Stetson		942
Male		Steve		302
Male		Steven		29
Female		Stevie		599
Male		Stevie		865
Male		Stewart		679
Male		Storm		894
Female		Stormy		802
Male		Stuart		427
Female		Summer		254
Female		Susan		210
Female		Susana		547
Female		Susanna		912
Female		Suzanne		446
Female		Sydney		124
Female		Sylvia		363
Female		Symone		862
Female		Tabatha		602
Female		Tabitha		189
Female		Talia		494
Male		Talon		842
Female		Tamara		223
Female		Tamika		789
Female		Tammy		534
Female		Tania		384
Female		Tanisha		387
Male		Tanner		101
Female		Tanya		267
Female		Tara		118
Male		Tariq		929
Female		Taryn		370
Female		Tasha		333
Male		Tate		686
Female		Tatiana		269
Female		Tatyana		863
Male		Tavon		930
Female		Tayler		416
Male		Tayler		860
Female		Taylor		17
Male		Taylor		52
Male		Ted			759
Male		Teddy		954
Male		Terence		482
Female		Teresa		206
Female		Terra		747
Male		Terrance	232
Male		Terrell		310
Male		Terrence	270
Female		Terri		706
Male		Terry		196
Female		Tess		465
Female		Tessa		236
Male		Tevin		162
Male		Thaddeus	657
Female		Thalia		755
Male		Theodore	260
Female		Theresa		226
Male		Theron		995
Male		Thomas		27
Female		Tia			286
Female		Tiana		336
Female		Tianna		577
Female		Tiara		237
Female		Tiera		762
Female		Tierra		349
Female		Tiffani		447
Female		Tiffanie	791
Female		Tiffany		32
Male		Timmy		877
Male		Timothy		34
Female		Tina		312
Male		Titus		834
Male		Tobias		835
Male		Toby		607
Male		Todd		216
Male		Tom			861
Male		Tomas		484
Male		Tommy		303
Female		Toni		315
Male		Tony		163
Female		Tonya		456
Female		Tori		218
Male		Tory		716
Male		Trace		955
Female		Tracey		596
Female		Traci		660
Female		Tracy		278
Male		Tracy		591
Male		Trae		823
Male		Travis		48
Male		Travon		669
Male		Tre			428
Male		Trent		257
Male		Trenton		239
Male		Trever		698
Male		Trevon		515
Male		Trevor		63
Male		Trey		269
Female		Tricia		656
Female		Trisha		335
Female		Trista		887
Male		Tristan		371
Male		Troy		146
Male		Tucker		443
Male		Ty			345
Female		Tyesha		816
Female		Tyler		281
Male		Tyler		8
Male		Tylor		422
Male		Tyquan		964
Male		Tyree		479
Male		Tyrel		935
Male		Tyrell		354
Male		Tyron		849
Male		Tyrone		289
Male		Tyshawn		936
Male		Tyson		532
Male		Ulises		760
Male		Ulysses		862
Male		Unknown		843
Male		Uriel		589
Female		Valencia	913
Female		Valeria		389
Female		Valerie		136
Male		Van			974
Male		Vance		673
Female		Vanessa		55
Male		Vaughn		761
Male		Vernon		568
Female		Veronica	95
Male		Vicente		574
Male		Victor		87
Female		Victoria	22
Male		Vince		975
Male		Vincent		92
Female		Virginia	257
Female		Vivian		307
Female		Viviana		544
Male		Wade		347
Male		Walker		737
Male		Wallace		897
Male		Walter		217
Male		Warren		358
Male		Waylon		913
Male		Wayne		294
Male		Wendell		764
Female		Wendy		222
Male		Wesley		111
Male		Westley		872
Male		Weston		372
Female		Whitley		849
Female		Whitney		85
Male		Wilfredo	786
Male		Will		650
Male		William		20
Male		Willie		237
Male		Willis		965
Male		Wilson		432
Male		Winston		621
Male		Wyatt		368
Male		Xavier		147
Female		Yadira		626
Female		Yasmin		612
Female		Yasmine		675
Female		Yesenia		176
Female		Yessenia	714
Female		Yolanda		422
Female		Yvette		342
Female		Yvonne		381
Male		Zachariah	305
Male		Zachary		16
Male		Zachery		184
Male		Zackary		278
Male		Zackery		326
Male		Zakary		714
Male		Zane		373
Male		Zechariah	703
Female		Zoe			282
